Status;Model_Prediction;Prediction_Confidence;Prediction_Correct;Gender;Gender_Label;Age_at_enrollment;Marital_status;International;International_Label;Displaced;Displaced_Label;Course;Admission_grade;Curricular_units_1st_sem_approved;Curricular_units_1st_sem_grade;Curricular_units_2nd_sem_approved;Curricular_units_2nd_sem_grade;Educational_special_needs;Educational_special_needs_Label;Scholarship_holder;Scholarship_holder_Label;Tuition_fees_up_to_date;Tuition_fees_up_to_date_Label;Debtor;Debtor_Label;Daytime_evening_attendance;Daytime_evening_attendance_Label;Probability_Dropout;Probability_Enrolled;Probability_Graduate
Dropout;Dropout;100.0;1;1;👨 Laki-laki (Male);18;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9119;147.7;0;0.0;0;0.0;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;100.0;15.81;0.0
Graduate;Graduate;100.0;1;1;👨 Laki-laki (Male);20;1;0;🇵🇹 Domestik;1;📍 Pindah;9003;170.0;6;14.5;6;15.3;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;7.84;100.0
Graduate;Graduate;100.0;1;1;👨 Laki-laki (Male);55;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9070;110.2;6;14.5;6;13.5;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;7.43;100.0
Enrolled;Dropout;94.0;0;1;👨 Laki-laki (Male);27;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9147;146.4;3;10.0;1;13.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;94.0;49.85;6.0
Dropout;Dropout;100.0;1;1;👨 Laki-laki (Male);19;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9119;121.0;0;0.0;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;100.0;5.28;0.0
Graduate;Graduate;99.0;1;1;👨 Laki-laki (Male);18;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9147;129.9;5;11.6;5;13.2;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;1.0;11.64;99.0
Dropout;Dropout;100.0;1;1;👨 Laki-laki (Male);43;2;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9773;132.0;4;11.75;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;100.0;2.2;0.0
Dropout;Dropout;100.0;1;1;👨 Laki-laki (Male);18;1;0;🇵🇹 Domestik;1;📍 Pindah;9254;125.9;0;0.0;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;100.0;2.3;0.0
Dropout;Dropout;86.0;1;1;👨 Laki-laki (Male);18;1;0;🇵🇹 Domestik;1;📍 Pindah;171;165.7;0;0.0;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;86.0;21.32;14.0
Dropout;Dropout;100.0;1;1;👨 Laki-laki (Male);20;1;0;🇵🇹 Domestik;1;📍 Pindah;9254;122.7;0;0.0;0;0.0;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;1;⚠️ Debtor;1;☀️ Daytime;100.0;3.95;0.0
Dropout;Dropout;99.0;1;1;👨 Laki-laki (Male);29;2;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9991;141.4;4;11.25;4;11.8;0;✓ Tidak;0;❌ Tanpa Beasiswa;0;⚠️ Belum/Menunggak;1;⚠️ Debtor;0;🌙 Evening;99.0;11.93;1.0
Dropout;Dropout;100.0;1;1;👨 Laki-laki (Male);44;1;0;🇵🇹 Domestik;1;📍 Pindah;9130;156.4;5;11.57142857142857;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;1;⚠️ Debtor;1;☀️ Daytime;100.0;2.51;0.0
Enrolled;Dropout;54.0;0;1;👨 Laki-laki (Male);18;1;0;🇵🇹 Domestik;1;📍 Pindah;9119;148.5;4;10.0;1;16.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;54.0;37.47;46.0
Enrolled;Dropout;86.0;0;1;👨 Laki-laki (Male);20;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9003;140.0;5;13.83333333333333;6;12.3;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;86.0;10.97;14.0
Dropout;Dropout;97.0;1;1;👨 Laki-laki (Male);20;1;0;🇵🇹 Domestik;1;📍 Pindah;9070;131.7;4;12.75;3;12.66666666666667;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;97.0;13.79;3.0
Dropout;Dropout;100.0;1;1;👨 Laki-laki (Male);36;2;0;🇵🇹 Domestik;1;📍 Pindah;9147;104.7;0;0.0;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;100.0;4.86;0.0
Enrolled;Dropout;66.0;0;1;👨 Laki-laki (Male);19;1;0;🇵🇹 Domestik;1;📍 Pindah;9130;150.0;5;11.6;2;11.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;66.0;46.17;34.0
Dropout;Dropout;100.0;1;1;👨 Laki-laki (Male);29;2;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9085;110.0;0;0.0;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;0;⚠️ Belum/Menunggak;0;✅ Non-Debtor;1;☀️ Daytime;100.0;2.52;0.0
Dropout;Dropout;99.0;1;1;👨 Laki-laki (Male);18;1;0;🇵🇹 Domestik;1;📍 Pindah;9670;129.1;4;11.25;3;10.33333333333333;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;99.0;46.49;1.0
Dropout;Dropout;100.0;1;1;👨 Laki-laki (Male);24;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9003;120.0;0;0.0;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;0;⚠️ Belum/Menunggak;0;✅ Non-Debtor;1;☀️ Daytime;100.0;0.48;0.0
Graduate;Graduate;100.0;1;1;👨 Laki-laki (Male);20;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9773;127.0;6;14.33333333333333;6;15.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;8.72;100.0
Dropout;Dropout;100.0;1;1;👨 Laki-laki (Male);45;2;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;8014;151.5;0;0.0;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;0;⚠️ Belum/Menunggak;1;⚠️ Debtor;0;🌙 Evening;100.0;0.4;0.0
Graduate;Graduate;97.0;1;1;👨 Laki-laki (Male);28;1;0;🇵🇹 Domestik;1;📍 Pindah;9500;126.8;20;13.5;20;13.5;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;3.0;2.63;97.0
Enrolled;Dropout;80.0;0;1;👨 Laki-laki (Male);23;1;0;🇵🇹 Domestik;1;📍 Pindah;9254;140.8;6;12.66666666666667;5;12.2;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;80.0;22.39;20.0
Graduate;Graduate;100.0;1;1;👨 Laki-laki (Male);18;1;0;🇵🇹 Domestik;1;📍 Pindah;9500;125.6;7;12.44428571428571;7;11.34714285714286;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;21.56;100.0
Dropout;Dropout;98.0;1;1;👨 Laki-laki (Male);23;1;0;🇵🇹 Domestik;1;📍 Pindah;9147;127.8;3;10.66666666666667;3;11.33333333333333;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;98.0;38.76;2.0
Enrolled;Dropout;69.0;0;1;👨 Laki-laki (Male);22;1;0;🇵🇹 Domestik;1;📍 Pindah;171;120.0;0;0.0;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;69.0;28.78;31.0
Graduate;Graduate;100.0;1;1;👨 Laki-laki (Male);22;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9070;131.3;6;12.66666666666667;5;12.4;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;9.08;100.0
Graduate;Graduate;100.0;1;1;👨 Laki-laki (Male);33;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9991;155.7;5;13.2;5;14.83333333333333;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;0;🌙 Evening;0.0;11.21;100.0
Graduate;Graduate;100.0;1;1;👨 Laki-laki (Male);21;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9003;128.5;10;12.7;11;12.18181818181818;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;23.9;100.0
Graduate;Graduate;100.0;1;1;👨 Laki-laki (Male);45;2;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9147;170.0;5;14.83333333333333;5;14.8;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;6.88;100.0
Dropout;Dropout;100.0;1;1;👨 Laki-laki (Male);44;2;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9003;100.0;4;11.5;1;12.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;0;⚠️ Belum/Menunggak;0;✅ Non-Debtor;1;☀️ Daytime;100.0;0.64;0.0
Dropout;Dropout;100.0;1;1;👨 Laki-laki (Male);42;4;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9670;107.2;0;0.0;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;100.0;3.62;0.0
Dropout;Dropout;100.0;1;1;👨 Laki-laki (Male);20;1;0;🇵🇹 Domestik;1;📍 Pindah;9147;139.3;0;0.0;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;100.0;3.61;0.0
Enrolled;Dropout;64.0;0;1;👨 Laki-laki (Male);20;1;0;🇵🇹 Domestik;1;📍 Pindah;9147;123.2;3;12.66666666666667;2;12.5;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;64.0;38.63;36.0
Graduate;Graduate;100.0;1;1;👨 Laki-laki (Male);20;1;0;🇵🇹 Domestik;1;📍 Pindah;9254;122.3;6;14.71428571428571;6;12.5;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;5.56;100.0
Enrolled;Dropout;84.0;0;1;👨 Laki-laki (Male);20;1;0;🇵🇹 Domestik;1;📍 Pindah;9773;127.9;3;13.66666666666667;4;10.25;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;84.0;60.3;16.0
Enrolled;Dropout;78.0;0;1;👨 Laki-laki (Male);19;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9147;120.3;5;10.8;2;13.5;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;78.0;63.3;22.0
Dropout;Dropout;98.0;1;1;👨 Laki-laki (Male);26;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;8014;128.5;4;10.5;7;10.42857142857143;0;✓ Tidak;0;❌ Tanpa Beasiswa;0;⚠️ Belum/Menunggak;1;⚠️ Debtor;0;🌙 Evening;98.0;8.75;2.0
Graduate;Graduate;99.0;1;1;👨 Laki-laki (Male);31;2;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9003;150.0;6;15.0;5;12.5;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;1.0;25.39;99.0
Graduate;Graduate;98.0;1;1;👨 Laki-laki (Male);19;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9773;136.1;6;12.66666666666667;6;14.0;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;1;⚠️ Debtor;1;☀️ Daytime;2.0;9.27;98.0
Graduate;Graduate;100.0;1;1;👨 Laki-laki (Male);28;1;0;🇵🇹 Domestik;1;📍 Pindah;9773;128.0;6;13.16666666666667;6;13.66666666666667;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;9.2;100.0
Graduate;Graduate;100.0;1;1;👨 Laki-laki (Male);20;1;0;🇵🇹 Domestik;1;📍 Pindah;171;158.1;0;0.0;0;0.0;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;12.38;100.0
Graduate;Graduate;99.0;1;0;👩 Perempuan (Female);43;2;0;🇵🇹 Domestik;1;📍 Pindah;8014;108.7;6;13.0;6;12.5;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;0;🌙 Evening;1.0;5.32;99.0
Dropout;Dropout;89.0;1;1;👨 Laki-laki (Male);25;1;1;🌍 Internasional;0;🏠 Tidak Pindah;171;110.0;0;0.0;0;0.0;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;89.0;21.4;11.0
Dropout;Dropout;100.0;1;0;👩 Perempuan (Female);40;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9238;120.0;2;10.0;1;15.0;1;⚠️ Ya - Kebutuhan Khusus;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;1;⚠️ Debtor;1;☀️ Daytime;100.0;16.27;0.0
Graduate;Graduate;100.0;1;0;👩 Perempuan (Female);20;1;1;🌍 Internasional;0;🏠 Tidak Pindah;9085;150.0;6;13.33333333333333;5;13.375;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;14.76;100.0
Graduate;Graduate;92.0;1;0;👩 Perempuan (Female);46;2;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;8014;113.0;3;12.33333333333333;6;13.33333333333333;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;0;🌙 Evening;8.0;23.95;92.0
Graduate;Graduate;98.0;1;0;👩 Perempuan (Female);26;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;33;118.6;20;13.18181818181818;14;11.64285714285714;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;2.0;0.33;98.0
Graduate;Graduate;99.0;1;0;👩 Perempuan (Female);34;2;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9500;148.8;6;12.51333333333333;7;13.07142857142857;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;1.0;10.65;99.0
Dropout;Dropout;100.0;1;0;👩 Perempuan (Female);19;1;0;🇵🇹 Domestik;1;📍 Pindah;9853;120.3;0;0.0;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;100.0;2.36;0.0
Graduate;Graduate;99.0;1;0;👩 Perempuan (Female);18;1;0;🇵🇹 Domestik;1;📍 Pindah;9500;127.0;7;13.58571428571428;7;13.58571428571428;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;1.0;4.34;99.0
Graduate;Graduate;100.0;1;0;👩 Perempuan (Female);18;1;0;🇵🇹 Domestik;1;📍 Pindah;9556;113.8;7;11.15555555555556;8;11.425;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;8.56;100.0
Graduate;Graduate;98.0;1;1;👨 Laki-laki (Male);37;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;8014;108.0;6;11.85714285714286;5;12.0;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;0;🌙 Evening;2.0;13.87;98.0
Graduate;Graduate;91.0;1;1;👨 Laki-laki (Male);23;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;171;129.1;0;0.0;0;0.0;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;9.0;16.67;91.0
Graduate;Graduate;100.0;1;1;👨 Laki-laki (Male);26;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9070;135.9;14;14.0;13;13.61538461538462;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;1.93;100.0
Dropout;Dropout;99.0;1;0;👩 Perempuan (Female);18;1;1;🌍 Internasional;1;📍 Pindah;9773;154.4;5;12.0;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;0;⚠️ Belum/Menunggak;0;✅ Non-Debtor;1;☀️ Daytime;99.0;2.09;1.0
Enrolled;Dropout;68.0;0;0;👩 Perempuan (Female);18;1;1;🌍 Internasional;1;📍 Pindah;9500;190.0;4;11.575;5;12.42;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;68.0;77.94;32.0
Graduate;Graduate;100.0;1;0;👩 Perempuan (Female);19;1;0;🇵🇹 Domestik;1;📍 Pindah;9500;132.5;7;13.19857142857143;8;13.0625;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;6.26;100.0
Graduate;Graduate;99.0;1;0;👩 Perempuan (Female);18;1;1;🌍 Internasional;0;🏠 Tidak Pindah;9085;163.3;6;13.5;6;12.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;1.0;8.51;99.0
Dropout;Dropout;95.0;1;0;👩 Perempuan (Female);19;1;0;🇵🇹 Domestik;1;📍 Pindah;9670;122.5;6;13.33333333333333;5;12.8;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;95.0;20.31;5.0
Enrolled;Dropout;77.0;0;1;👨 Laki-laki (Male);20;1;1;🌍 Internasional;1;📍 Pindah;9119;121.0;4;14.25;1;10.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;77.0;89.23;23.0
Graduate;Graduate;99.0;1;0;👩 Perempuan (Female);22;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9070;131.8;6;12.16666666666667;4;12.0;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;1.0;22.51;99.0
Graduate;Graduate;99.0;1;0;👩 Perempuan (Female);18;1;0;🇵🇹 Domestik;1;📍 Pindah;9500;135.0;7;12.21428571428571;7;12.21428571428571;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;1.0;5.69;99.0
Graduate;Graduate;100.0;1;0;👩 Perempuan (Female);18;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9254;141.7;6;12.66666666666667;6;13.0;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;4.31;100.0
Graduate;Graduate;100.0;1;0;👩 Perempuan (Female);18;1;0;🇵🇹 Domestik;1;📍 Pindah;9773;131.3;6;12.28571428571429;6;13.5;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;3.35;100.0
Graduate;Graduate;100.0;1;0;👩 Perempuan (Female);18;1;0;🇵🇹 Domestik;1;📍 Pindah;9254;123.9;6;13.0;6;13.0;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;2.75;100.0
Graduate;Graduate;100.0;1;0;👩 Perempuan (Female);18;1;0;🇵🇹 Domestik;1;📍 Pindah;9254;126.1;6;12.14285714285714;6;11.16666666666667;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;10.26;100.0
Graduate;Graduate;100.0;1;0;👩 Perempuan (Female);19;1;0;🇵🇹 Domestik;1;📍 Pindah;9500;126.5;7;13.87571428571428;7;13.08571428571428;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;6.21;100.0
Dropout;Dropout;100.0;1;0;👩 Perempuan (Female);20;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9853;107.3;0;0.0;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;100.0;2.82;0.0
Dropout;Dropout;99.0;1;0;👩 Perempuan (Female);19;1;0;🇵🇹 Domestik;1;📍 Pindah;9238;95.0;6;11.66666666666667;0;0.0;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;99.0;8.65;1.0
Graduate;Dropout;56.0;0;0;👩 Perempuan (Female);18;1;0;🇵🇹 Domestik;1;📍 Pindah;9085;116.1;6;13.15384615384615;3;11.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;56.0;45.21;44.0
Dropout;Dropout;91.0;1;0;👩 Perempuan (Female);18;1;0;🇵🇹 Domestik;1;📍 Pindah;9070;134.6;6;14.5;6;12.83333333333333;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;91.0;3.34;9.0
Graduate;Graduate;100.0;1;0;👩 Perempuan (Female);18;1;0;🇵🇹 Domestik;1;📍 Pindah;9500;128.0;7;14.44142857142857;8;13.65625;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;2.31;100.0
Graduate;Graduate;100.0;1;0;👩 Perempuan (Female);18;1;0;🇵🇹 Domestik;1;📍 Pindah;9773;144.2;6;15.16666666666667;6;14.28571428571429;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;8.64;100.0
Graduate;Graduate;99.0;1;0;👩 Perempuan (Female);18;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9147;129.5;5;11.6;4;12.625;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;1.0;19.19;99.0
Graduate;Graduate;98.0;1;0;👩 Perempuan (Female);18;1;0;🇵🇹 Domestik;1;📍 Pindah;9773;116.8;6;11.66666666666667;6;12.33333333333333;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;1;⚠️ Debtor;1;☀️ Daytime;2.0;19.99;98.0
Graduate;Graduate;100.0;1;0;👩 Perempuan (Female);20;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9003;160.0;6;12.625;6;13.2;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;3.25;100.0
Graduate;Graduate;100.0;1;0;👩 Perempuan (Female);19;1;0;🇵🇹 Domestik;1;📍 Pindah;9238;127.1;3;12.66666666666667;6;11.0;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;26.23;100.0
Enrolled;Dropout;88.0;0;0;👩 Perempuan (Female);18;1;0;🇵🇹 Domestik;1;📍 Pindah;9130;126.3;6;12.83333333333333;6;13.0;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;88.0;5.9;12.0
Graduate;Graduate;100.0;1;0;👩 Perempuan (Female);19;1;0;🇵🇹 Domestik;1;📍 Pindah;9238;112.9;6;11.85714285714286;6;13.14285714285714;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;4.79;100.0
Enrolled;Dropout;68.0;0;0;👩 Perempuan (Female);19;1;0;🇵🇹 Domestik;1;📍 Pindah;9853;130.2;5;11.4;4;10.75;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;68.0;33.59;32.0
Enrolled;Dropout;80.0;0;0;👩 Perempuan (Female);19;1;1;🌍 Internasional;0;🏠 Tidak Pindah;9130;100.0;5;14.85714285714286;5;15.14285714285714;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;80.0;18.66;20.0
