Status;Model_Prediction;Prediction_Confidence;Prediction_Correct;Gender;Gender_Label;Age_at_enrollment;International;International_Label;Displaced;Displaced_Label;Marital_status;Course;Admission_grade;Curricular_units_1st_sem_approved;Curricular_units_1st_sem_grade;Curricular_units_2nd_sem_approved;Curricular_units_2nd_sem_grade;Educational_special_needs;Special_Needs_Label;Scholarship_holder;Scholarship_Label;Tuition_fees_up_to_date;Tuition_Label;Debtor;Debtor_Label;Daytime_evening_attendance;Attendance_Label;Probability_Dropout;Probability_Enrolled;Probability_Graduate
Graduate;Graduate;71.76;1;0;👩 Perempuan (Female);18;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;1;9147;129.4;5;13.2;4;12.5;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;10.99;17.25;71.76
Dropout;Dropout;94.22;1;0;👩 Perempuan (Female);18;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;1;9670;125.6;1;14.0;0;0.0;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;1;⚠️ Debtor;1;☀️ Daytime;94.22;5.76;0.02
Graduate;Graduate;77.51;1;0;👩 Perempuan (Female);19;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;1;9238;129.3;8;13.875;5;14.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;5.3;17.19;77.51
Graduate;Graduate;90.62;1;0;👩 Perempuan (Female);19;0;🇵🇹 Domestik;1;📍 Pindah;1;9085;128.4;5;12.5;5;12.714285714285714;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;2.64;6.75;90.62
Graduate;Graduate;93.86;1;0;👩 Perempuan (Female);18;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;1;9773;139.9;6;13.428571428571429;6;12.5;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;1.58;4.56;93.86
Enrolled;Dropout;42.0;0;0;👩 Perempuan (Female);18;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;1;9070;124.8;5;11.8;5;13.0;0;✓ Tidak;1;✅ Dengan Beasiswa;0;⚠️ Belum/Menunggak;0;✅ Non-Debtor;1;☀️ Daytime;42.0;19.5;38.5
Graduate;Graduate;96.26;1;0;👩 Perempuan (Female);18;0;🇵🇹 Domestik;1;📍 Pindah;1;9500;128.5;7;14.868571428571428;8;15.11111111111111;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.57;3.17;96.26
Graduate;Graduate;92.16;1;0;👩 Perempuan (Female);18;0;🇵🇹 Domestik;1;📍 Pindah;1;9500;117.8;7;13.03;8;13.21875;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;2.62;5.22;92.16
Graduate;Graduate;84.06;1;0;👩 Perempuan (Female);19;0;🇵🇹 Domestik;1;📍 Pindah;1;9670;115.1;6;14.571428571428571;6;12.333333333333334;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;5.11;10.83;84.06
Graduate;Enrolled;44.47;0;0;👩 Perempuan (Female);18;0;🇵🇹 Domestik;1;📍 Pindah;1;9238;118.0;5;11.0;4;11.25;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;23.79;44.47;31.74
Graduate;Graduate;97.61;1;0;👩 Perempuan (Female);25;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;1;9500;120.0;8;13.3675;8;13.3675;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.28;2.11;97.61
Graduate;Graduate;85.21;1;0;👩 Perempuan (Female);19;0;🇵🇹 Domestik;1;📍 Pindah;1;9500;119.6;6;12.808333333333332;7;12.825714285714286;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;4.44;10.35;85.21
Graduate;Graduate;93.24;1;0;👩 Perempuan (Female);18;0;🇵🇹 Domestik;1;📍 Pindah;1;9500;133.2;7;13.918571428571427;8;13.8875;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;1.55;5.22;93.24
Graduate;Graduate;46.53;1;0;👩 Perempuan (Female);19;0;🇵🇹 Domestik;1;📍 Pindah;1;9130;141.8;6;13.0;4;12.8;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;20.87;32.6;46.53
Graduate;Graduate;81.97;1;0;👩 Perempuan (Female);18;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;2;9500;130.3;6;13.683333333333332;6;13.683333333333332;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;3.4;14.64;81.97
Dropout;Dropout;65.11;1;0;👩 Perempuan (Female);24;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;1;9085;100.0;5;13.0;1;12.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;65.11;33.49;1.4
Graduate;Graduate;53.18;1;0;👩 Perempuan (Female);21;0;🇵🇹 Domestik;1;📍 Pindah;1;9773;114.6;5;12.8;5;11.2;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;18.36;28.45;53.18
Graduate;Graduate;93.46;1;0;👩 Perempuan (Female);18;0;🇵🇹 Domestik;1;📍 Pindah;1;9254;123.4;6;13.571428571428571;6;12.166666666666666;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;1.25;5.29;93.46
Graduate;Graduate;89.96;1;0;👩 Perempuan (Female);18;0;🇵🇹 Domestik;1;📍 Pindah;1;9238;116.4;6;13.166666666666666;6;13.166666666666666;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;2.46;7.58;89.96
Graduate;Graduate;96.05;1;0;👩 Perempuan (Female);20;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;2;9070;123.2;6;15.0;6;14.5;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.66;3.29;96.05
Graduate;Graduate;70.98;1;0;👩 Perempuan (Female);19;0;🇵🇹 Domestik;1;📍 Pindah;1;9070;123.7;6;12.666666666666666;5;11.4;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;9.13;19.89;70.98
Dropout;Graduate;92.86;0;0;👩 Perempuan (Female);19;0;🇵🇹 Domestik;1;📍 Pindah;1;9773;127.6;6;13.857142857142858;6;13.142857142857142;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;1.86;5.28;92.86
Graduate;Graduate;93.89;1;0;👩 Perempuan (Female);30;0;🇵🇹 Domestik;1;📍 Pindah;1;9500;117.1;7;14.692857142857145;8;14.9625;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;2.6;3.51;93.89
Graduate;Graduate;96.1;1;0;👩 Perempuan (Female);18;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;1;9500;149.3;8;14.035;8;14.035;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.47;3.43;96.1
Graduate;Enrolled;45.04;0;0;👩 Perempuan (Female);18;0;🇵🇹 Domestik;1;📍 Pindah;1;9085;125.6;4;11.0;3;14.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;22.96;45.04;32.0
Graduate;Graduate;95.15;1;0;👩 Perempuan (Female);18;0;🇵🇹 Domestik;1;📍 Pindah;1;9773;145.0;6;13.333333333333334;6;13.333333333333334;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;1.31;3.54;95.15
Graduate;Graduate;68.46;1;0;👩 Perempuan (Female);20;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;1;9500;115.0;6;11.7725;7;12.33;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;8.22;23.31;68.46
Dropout;Dropout;96.09;1;0;👩 Perempuan (Female);19;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;1;9254;114.3;0;0.0;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;96.09;3.88;0.02
Dropout;Dropout;91.02;1;0;👩 Perempuan (Female);19;0;🇵🇹 Domestik;1;📍 Pindah;1;9254;126.0;0;0.0;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;91.02;8.97;0.01
Dropout;Dropout;85.5;1;0;👩 Perempuan (Female);19;0;🇵🇹 Domestik;1;📍 Pindah;1;171;124.0;0;0.0;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;0;⚠️ Belum/Menunggak;0;✅ Non-Debtor;1;☀️ Daytime;85.5;8.26;6.24
Graduate;Graduate;94.56;1;0;👩 Perempuan (Female);18;0;🇵🇹 Domestik;1;📍 Pindah;1;9254;122.6;6;12.285714285714286;6;12.0;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;1.27;4.16;94.56
Enrolled;Enrolled;59.56;1;0;👩 Perempuan (Female);17;0;🇵🇹 Domestik;1;📍 Pindah;1;9500;133.8;5;12.46;5;12.46;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;28.13;59.56;12.3
Graduate;Graduate;63.54;1;0;👩 Perempuan (Female);19;0;🇵🇹 Domestik;1;📍 Pindah;1;9853;113.5;6;12.166666666666666;6;13.166666666666666;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;8.63;27.83;63.54
Enrolled;Dropout;69.17;0;0;👩 Perempuan (Female);18;0;🇵🇹 Domestik;1;📍 Pindah;1;9238;122.6;5;11.833333333333334;2;11.5;1;⚠️ Ya - Kebutuhan Khusus;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;69.17;25.34;5.48
Graduate;Graduate;86.92;1;0;👩 Perempuan (Female);25;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;1;9500;140.0;7;14.805714285714286;7;14.805714285714286;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;3.78;9.3;86.92
Dropout;Graduate;69.11;0;0;👩 Perempuan (Female);19;0;🇵🇹 Domestik;1;📍 Pindah;1;9238;107.0;5;10.6;6;11.714285714285714;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;5.08;25.8;69.11
Enrolled;Dropout;89.02;0;0;👩 Perempuan (Female);24;0;🇵🇹 Domestik;1;📍 Pindah;1;9085;130.0;8;13.125;6;13.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;0;⚠️ Belum/Menunggak;1;⚠️ Debtor;1;☀️ Daytime;89.02;9.91;1.07
Graduate;Graduate;87.06;1;0;👩 Perempuan (Female);19;0;🇵🇹 Domestik;1;📍 Pindah;1;9238;124.2;6;12.833333333333334;6;12.666666666666666;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;1;⚠️ Debtor;1;☀️ Daytime;3.28;9.66;87.06
Enrolled;Dropout;76.51;0;0;👩 Perempuan (Female);20;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;1;9500;125.8;0;0.0;0;0.0;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;76.51;23.43;0.06
Graduate;Graduate;75.86;1;0;👩 Perempuan (Female);20;0;🇵🇹 Domestik;1;📍 Pindah;1;9670;108.0;5;13.0;5;13.8;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;7.12;17.02;75.86
Graduate;Graduate;95.85;1;0;👩 Perempuan (Female);20;0;🇵🇹 Domestik;1;📍 Pindah;1;9500;115.2;7;12.725;8;13.7125;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.82;3.33;95.85
Graduate;Enrolled;50.19;0;0;👩 Perempuan (Female);19;0;🇵🇹 Domestik;1;📍 Pindah;1;9085;129.3;4;11.25;3;10.333333333333334;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;29.15;50.19;20.65
Graduate;Graduate;92.27;1;0;👩 Perempuan (Female);31;0;🇵🇹 Domestik;1;📍 Pindah;1;9003;120.0;11;13.818181818181818;12;13.461538461538462;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;2.57;5.16;92.27
Graduate;Enrolled;61.79;0;0;👩 Perempuan (Female);20;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;1;9085;116.7;3;12.333333333333334;3;13.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;15.36;61.79;22.85
Enrolled;Graduate;50.89;0;0;👩 Perempuan (Female);18;0;🇵🇹 Domestik;1;📍 Pindah;1;9085;121.0;3;12.333333333333334;5;11.6;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;8.92;40.19;50.89
Enrolled;Dropout;50.02;0;0;👩 Perempuan (Female);18;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;1;9853;128.2;4;13.25;3;10.666666666666666;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;1;⚠️ Debtor;1;☀️ Daytime;50.02;45.93;4.05
Graduate;Graduate;74.53;1;0;👩 Perempuan (Female);18;0;🇵🇹 Domestik;1;📍 Pindah;1;9670;121.1;6;13.666666666666666;5;15.4;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;8.63;16.83;74.53
Enrolled;Dropout;81.8;0;0;👩 Perempuan (Female);20;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;1;9238;112.6;8;12.625;3;11.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;1;⚠️ Debtor;1;☀️ Daytime;81.8;18.08;0.12
Graduate;Graduate;92.26;1;0;👩 Perempuan (Female);20;0;🇵🇹 Domestik;1;📍 Pindah;1;9085;123.3;6;14.833333333333334;6;12.142857142857142;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;1.46;6.28;92.26
Dropout;Graduate;76.03;0;0;👩 Perempuan (Female);19;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;1;9670;129.4;5;11.2;5;13.125;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;5.36;18.61;76.03
Graduate;Graduate;91.24;1;0;👩 Perempuan (Female);21;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;1;9147;119.9;5;11.4;5;12.2;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;2.43;6.32;91.24
Graduate;Graduate;92.11;1;0;👩 Perempuan (Female);18;0;🇵🇹 Domestik;1;📍 Pindah;1;9500;131.6;7;13.135;8;13.244444444444444;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;1.76;6.13;92.11
Dropout;Graduate;84.42;0;0;👩 Perempuan (Female);21;0;🇵🇹 Domestik;1;📍 Pindah;1;9070;120.0;10;13.0;10;11.4;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;5.83;9.75;84.42
Enrolled;Graduate;62.91;0;0;👩 Perempuan (Female);19;0;🇵🇹 Domestik;1;📍 Pindah;1;9500;110.0;4;12.85;7;12.62142857142857;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;11.35;25.74;62.91
Graduate;Graduate;77.75;1;0;👩 Perempuan (Female);20;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;1;9238;143.0;6;13.5;5;12.5;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.89;21.35;77.75
Enrolled;Enrolled;44.18;1;0;👩 Perempuan (Female);20;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;1;9085;140.0;6;14.285714285714286;3;13.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;28.49;44.18;27.32
Graduate;Graduate;89.8;1;0;👩 Perempuan (Female);18;0;🇵🇹 Domestik;1;📍 Pindah;1;9670;119.2;5;13.5;6;14.5;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;2.38;7.82;89.8
Graduate;Graduate;85.86;1;0;👩 Perempuan (Female);18;0;🇵🇹 Domestik;1;📍 Pindah;1;9147;124.3;4;10.75;5;13.0;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;4.05;10.08;85.86
Graduate;Graduate;89.83;1;0;👩 Perempuan (Female);18;0;🇵🇹 Domestik;1;📍 Pindah;1;9238;111.1;6;11.333333333333334;6;11.833333333333334;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;1.46;8.71;89.83
Graduate;Graduate;64.21;1;0;👩 Perempuan (Female);21;0;🇵🇹 Domestik;1;📍 Pindah;1;9085;150.0;3;13.0;5;13.285714285714286;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;5.94;29.85;64.21
Graduate;Graduate;82.25;1;0;👩 Perempuan (Female);18;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;1;9500;147.3;6;13.966666666666669;6;13.966666666666669;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;4.62;13.13;82.25
Graduate;Graduate;97.79;1;0;👩 Perempuan (Female);18;0;🇵🇹 Domestik;1;📍 Pindah;1;9500;147.5;8;14.14125;8;14.14125;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.37;1.84;97.79
Graduate;Enrolled;35.73;0;0;👩 Perempuan (Female);20;0;🇵🇹 Domestik;1;📍 Pindah;1;9254;108.0;4;11.6;4;11.75;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;29.47;35.73;34.8
Graduate;Graduate;97.57;1;0;👩 Perempuan (Female);32;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;2;9500;130.0;8;14.6625;8;14.6625;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.46;1.97;97.57
Enrolled;Dropout;93.63;0;0;👩 Perempuan (Female);34;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;2;9991;130.0;0;0.0;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;0;🌙 Evening;93.63;6.34;0.03
Graduate;Graduate;92.72;1;0;👩 Perempuan (Female);23;0;🇵🇹 Domestik;1;📍 Pindah;1;9500;109.0;6;12.993333333333334;8;12.66875;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;1.64;5.64;92.72
Enrolled;Enrolled;44.67;1;0;👩 Perempuan (Female);18;0;🇵🇹 Domestik;1;📍 Pindah;1;9670;112.0;4;11.25;5;12.2;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;18.7;44.67;36.63
Graduate;Graduate;61.73;1;0;👩 Perempuan (Female);18;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;1;8014;121.2;5;12.2;5;12.8;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;0;🌙 Evening;8.48;29.78;61.73
Dropout;Dropout;50.24;1;0;👩 Perempuan (Female);34;0;🇵🇹 Domestik;1;📍 Pindah;1;171;140.0;0;0.0;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;50.24;14.16;35.6
Enrolled;Enrolled;50.95;1;0;👩 Perempuan (Female);25;1;🌍 Internasional;0;🏠 Tidak Pindah;1;8014;119.5;6;11.333333333333334;4;11.75;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;1;⚠️ Debtor;0;🌙 Evening;37.78;50.95;11.27
Graduate;Graduate;80.77;1;0;👩 Perempuan (Female);21;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;1;9147;125.9;5;12.2;5;11.8;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.82;18.41;80.77
Dropout;Dropout;82.07;1;0;👩 Perempuan (Female);20;0;🇵🇹 Domestik;1;📍 Pindah;1;9254;121.5;0;0.0;0;0.0;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;82.07;17.9;0.03
Graduate;Graduate;89.06;1;0;👩 Perempuan (Female);18;0;🇵🇹 Domestik;1;📍 Pindah;1;9238;121.5;6;11.333333333333334;6;11.666666666666666;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;3.91;7.03;89.06
Graduate;Graduate;76.42;1;0;👩 Perempuan (Female);18;0;🇵🇹 Domestik;1;📍 Pindah;1;9085;132.4;6;13.857142857142858;6;13.1;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;2.68;20.9;76.42
Graduate;Graduate;87.89;1;0;👩 Perempuan (Female);18;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;1;9773;122.4;6;12.857142857142858;6;13.333333333333334;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;2.99;9.11;87.89
Dropout;Dropout;89.49;1;0;👩 Perempuan (Female);24;0;🇵🇹 Domestik;1;📍 Pindah;1;8014;110.0;1;10.0;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;0;🌙 Evening;89.49;10.5;0.01
Graduate;Dropout;89.85;0;0;👩 Perempuan (Female);32;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;1;9147;120.4;14;10.214285714285714;13;11.384615384615383;0;✓ Tidak;0;❌ Tanpa Beasiswa;0;⚠️ Belum/Menunggak;1;⚠️ Debtor;1;☀️ Daytime;89.85;2.57;7.59
Dropout;Dropout;71.27;1;0;👩 Perempuan (Female);24;0;🇵🇹 Domestik;1;📍 Pindah;1;9254;105.0;6;11.285714285714286;3;10.333333333333334;0;✓ Tidak;0;❌ Tanpa Beasiswa;0;⚠️ Belum/Menunggak;1;⚠️ Debtor;1;☀️ Daytime;71.27;28.19;0.53
Dropout;Dropout;92.24;1;0;👩 Perempuan (Female);18;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;1;9238;137.8;6;13.833333333333334;0;0.0;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;92.24;6.76;1.0
Graduate;Graduate;67.79;1;0;👩 Perempuan (Female);28;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;1;9254;118.0;6;12.857142857142858;5;12.6;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;9.19;23.02;67.79
Dropout;Graduate;65.12;0;0;👩 Perempuan (Female);18;0;🇵🇹 Domestik;1;📍 Pindah;1;9853;122.1;6;11.666666666666666;4;12.0;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;15.78;19.1;65.12
Dropout;Dropout;98.08;1;0;👩 Perempuan (Female);24;0;🇵🇹 Domestik;1;📍 Pindah;1;9853;140.0;0;0.0;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;0;⚠️ Belum/Menunggak;0;✅ Non-Debtor;1;☀️ Daytime;98.08;1.92;0.0
Graduate;Graduate;86.49;1;0;👩 Perempuan (Female);19;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;1;9085;143.2;5;14.4;5;13.2;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;2.11;11.4;86.49
Graduate;Graduate;89.93;1;0;👩 Perempuan (Female);44;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;2;8014;120.5;6;14.833333333333334;6;14.166666666666666;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;0;🌙 Evening;4.67;5.41;89.93
